gender,center,year,days,postal,same_route,r_fastest,r_cheapest,r_confortable,r_onlyoption,r_environmental,r_healthiest,r_needprivate,total_travels,private_ratio,public_ratio,active_ratio,Latitude,Longitude,Distance
Man,EPSEM,First,5,8273.0,Yes,No,Yes,No,No,No,No,No,3,0.0,1.0,0.0,41.84250659285714,2.020474202380952,51.03771806246792
Woman,EEABB,First,5,8860.0,Yes,Yes,Yes,No,No,No,No,No,3,1.0,0.0,0.0,41.26427774933655,1.9313480034981907,20.38020477160429
Man,FIB,Fourth,3,8027.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.42210114836013,2.1859659655305466,7.315332171609159
Man,EEABB,First,4,8029.0,Yes,No,No,Yes,No,Yes,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.38660270361248,2.14637941543514,2.956172645857166
Woman,ETSEIB,Second,5,8014.0,Yes,No,Yes,No,No,Yes,No,No,3,0.0,0.0,1.0,41.37554342468619,2.136406735983264,2.532082851110252
Man,ETSETB,Second,4,8028.0,Yes,No,Yes,No,No,Yes,No,No,3,0.0,0.0,1.0,41.37818948080073,2.1252601017288444,1.6130676235951116
Woman,EETAC,First,5,8940.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,1.0,0.0,41.3607134625498,2.0793684824701195,4.031246496663568
Woman,EPSEB,Second,4,8370.0,Yes,No,Yes,No,No,No,No,No,2,0.5,0.5,0.0,41.61457393809523,2.658684711904762,52.18663092633304
Woman,ESEIAAT,Third,5,8901.0,Yes,No,Yes,No,No,No,No,No,3,0.0,1.0,0.0,41.36177004311927,2.10426013440367,2.9728101549659915
Man,EPSEB,First,4,8227.0,Yes,No,No,No,Yes,No,No,Yes,1,0.0,1.0,0.0,41.56793275,2.040539896875,20.83038244007645
Man,FIB,Second,2,8450.0,Yes,Yes,No,Yes,No,No,No,No,1,1.0,0.0,0.0,41.6212573,2.3858095318181816,34.59776094530377
Woman,ETSEIB,Third,1,8402.0,Yes,No,No,Yes,No,No,No,No,1,1.0,0.0,0.0,41.60392092,2.290787645714285,28.284885074428946
Man,EPSEVG,Third,5,8930.0,Yes,No,No,Yes,No,No,No,No,2,0.0,1.0,0.0,41.42816950847583,2.2197942701115245,10.12337740984334
Man,ETSAV,Fourth,5,8201.0,Yes,Yes,No,No,Yes,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.54684474057972,2.106155472463768,17.642274141111475
Woman,ESEIAAT,Third,5,8028.0,Yes,No,No,Yes,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.37818948080073,2.1252601017288444,1.6130676235951116
Woman,ETSAB,Fourth,5,8960.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.38440937272728,2.065374928409091,3.8446603267534
Woman,ESEIAAT,Fourth,5,8232.0,Yes,No,No,Yes,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.56451143006993,1.955626879020979,23.510771351334725
Man,ETSEIB,Third,4,8024.0,Yes,Yes,Yes,No,No,No,No,No,2,0.0,0.5,0.5,41.41110394556075,2.1594220838785048,4.785385490636497
Man,ETSEIB,First,5,8860.0,Yes,Yes,No,Yes,No,No,No,No,3,1.0,0.0,0.0,41.26427774933655,1.9313480034981907,20.38020477160429
Man,FIB,Third,5,8901.0,Yes,Yes,No,Yes,No,No,No,No,2,0.0,0.5,0.5,41.36177004311927,2.10426013440367,2.9728101549659915
Non binary,EPSEVG,Fourth,2,17004.0,Yes,No,Yes,No,Yes,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.97968919986784,2.830487002378854,88.91401303763669
Man,EEBE,First,5,8840.0,No,Yes,No,Yes,No,No,No,No,6,0.0,0.8333333333333334,0.1666666666666666,41.31476620344828,2.0159679862068964,11.383637000140949
Woman,ETSEIB,Third,5,8028.0,Yes,No,No,Yes,No,No,No,No,3,0.0,0.0,1.0,41.37818948080073,2.1252601017288444,1.6130676235951116
Woman,ETSEIB,Second,5,8030.0,No,Yes,No,Yes,No,No,No,No,6,0.0,0.6666666666666666,0.3333333333333333,41.43484115544712,2.191761195383804,8.515615293430308
Man,EEBE,Third,4,8912.0,Yes,Yes,No,No,No,No,Yes,No,3,0.3333333333333333,0.6666666666666666,0.0,41.44363350805195,2.240403894805195,12.450328346091144
Man,EEABB,Third,5,8392.0,Yes,No,Yes,No,No,No,No,Yes,3,0.0,0.6666666666666666,0.3333333333333333,41.566699925,2.4883746875,37.239738318871865
Woman,EEBE,Fourth,3,8500.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,1.0,0.0,41.931520964245806,2.247378707541899,61.42087467264051
Woman,ETSAB,Third,5,8019.0,Yes,Yes,No,Yes,No,No,No,No,2,0.0,0.5,0.5,41.41041306597938,2.209021340206186,8.558476142961334
Man,ESEIAAT,First,5,8025.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.40889555323325,2.1709480372979217,5.515904036968885
Man,FIB,Third,5,8912.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.44363350805195,2.240403894805195,12.450328346091144
Man,EPSEVG,Third,4,8800.0,Yes,Yes,Yes,No,No,No,No,No,2,0.5,0.0,0.5,41.22357625993385,1.7172047798305676,37.70504617773941
Man,EPSEM,Second,5,8243.0,Yes,Yes,No,No,Yes,No,No,No,3,0.0,0.0,1.0,41.726803044117645,1.839067802941176,43.93821109235909
Man,ETSEIB,Third,5,8459.0,Yes,Yes,Yes,No,No,No,No,No,3,0.3333333333333333,0.6666666666666666,0.0,41.66310914545454,2.39097615,38.4582437895354
Man,ETSEIB,Third,5,8032.0,Yes,No,No,No,Yes,No,No,No,3,0.0,1.0,0.0,41.42263923355818,2.1613303767284995,5.693615561251612
Man,EETAC,Second,5,8028.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.37818948080073,2.1252601017288444,1.6130676235951116
Woman,ETSAV,Fourth,5,8006.0,Yes,No,Yes,No,No,No,No,No,2,0.0,0.5,0.5,41.40108785798995,2.149211508040201,3.502310723990852
Man,EETAC,Second,5,8758.0,Yes,Yes,No,Yes,No,No,No,No,1,1.0,0.0,0.0,41.39481773333333,1.961210037037037,12.557634943356364
Man,EEBE,First,5,8021.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.39623459653333,2.1414057384,2.6941059454559344
Man,EPSEM,First,4,8271.0,Yes,Yes,No,Yes,No,No,No,No,3,1.0,0.0,0.0,41.79611778085106,1.9538046765957449,47.18247670980667
Man,ETSECCPB,Fourth,3,8012.0,Yes,No,Yes,Yes,No,No,No,No,2,0.0,0.5,0.5,41.40275668087548,2.1569115219719506,4.166350464626095
Woman,FOOT,Second,4,8233.0,Yes,Yes,No,No,Yes,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.60026456423919,1.9048767644760207,29.190310522639795
Man,FME,Fourth,5,8027.0,Yes,Yes,No,Yes,No,No,No,No,2,0.0,1.0,0.0,41.42210114836013,2.1859659655305466,7.315332171609159
Man,ESEIAAT,First,5,8401.0,Yes,Yes,No,No,Yes,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.60634273333333,2.286286796296296,28.317134785998874
Man,EPSEM,First,6,8600.0,Yes,Yes,No,Yes,No,No,No,No,1,1.0,0.0,0.0,42.10022777790698,1.852074379069768,81.98318513343138
Man,EPSEM,Third,5,8241.0,Yes,No,No,Yes,No,No,No,Yes,3,0.0,0.0,1.0,41.727342611627904,1.821508341860465,44.762730347427926
Woman,ETSEIB,Second,3,8005.0,Yes,No,No,No,Yes,Yes,No,No,2,0.0,0.5,0.5,41.39960074427861,2.201018413598673,7.629993511144085
Man,ETSECCPB,Second,1,8029.0,Yes,No,No,Yes,No,No,No,Yes,1,1.0,0.0,0.0,41.38660270361248,2.14637941543514,2.956172645857166
Woman,FIB,Second,2,0.0,No,Yes,No,No,Yes,No,No,No,4,0.0,0.5,0.5,30.864639,-83.537938,7484.757875826295
Woman,FOOT,Second,4,8904.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.37349974528302,2.116355579245284,1.6737779012254774
Woman,ETSAV,Second,3,8192.0,Yes,Yes,No,No,No,No,No,No,1,1.0,0.0,0.0,41.53270137714286,2.075325182857142,16.34208993516103
Man,EPSEM,First,5,8500.0,Yes,Yes,No,No,No,No,No,No,3,0.3333333333333333,0.0,0.6666666666666666,41.931520964245806,2.247378707541899,61.42087467264051
Man,ETSECCPB,Second,5,8921.0,Yes,No,No,No,No,Yes,No,No,1,0.0,1.0,0.0,41.45381506058794,2.211165460936721,11.10683556246773
Man,FIB,Second,1,8185.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.587785353125,2.23510485625,24.48303041130769
Man,EEBE,Third,5,8339.0,Yes,Yes,No,No,No,No,No,Yes,1,1.0,0.0,0.0,41.51626172136752,2.362357757692308,25.36952447680372
Woman,EPSEVG,Second,5,8032.0,No,No,No,No,Yes,No,No,No,6,0.0,0.8333333333333334,0.1666666666666666,41.42263923355818,2.1613303767284995,5.693615561251612
Man,ETSAV,Third,5,8172.0,Yes,Yes,No,No,No,No,Yes,No,1,0.0,0.0,1.0,41.470471629268296,2.0830830280487804,9.449685862507694
Man,FME,Fourth,3,8001.0,Yes,No,Yes,No,No,No,Yes,No,1,0.0,0.0,1.0,41.38059519199438,2.169557888623596,4.960133018364982
Man,ESEIAAT,First,5,27600.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,42.77812735409836,-7.413405436065574,802.601344377691
Man,ETSETB,Third,6,8173.0,Yes,No,No,Yes,No,No,No,Yes,3,0.0,0.6666666666666666,0.3333333333333333,41.4742246574468,2.077712344680851,9.970215712463055
Woman,FOOT,First,4,8198.0,Yes,No,No,No,Yes,No,No,No,2,0.0,0.5,0.5,41.44522875,2.0782504125,6.91951641216984
Man,ETSAV,First,5,8430.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.596670816666666,2.326834483333333,29.35124003306556
Man,FME,First,5,8024.0,No,No,Yes,No,No,No,No,No,4,0.0,0.5,0.5,41.41110394556075,2.1594220838785048,4.785385490636497
Man,EPSEB,First,4,8019.0,Yes,No,No,Yes,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.41041306597938,2.209021340206186,8.558476142961334
Man,ETSAV,First,5,8192.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.53270137714286,2.075325182857142,16.34208993516103
Man,FIB,Third,2,8902.0,Yes,No,Yes,Yes,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.36432838572562,2.125288497065821,2.888881985150128
Man,EPSEVG,First,5,43881.0,Yes,No,Yes,Yes,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.1966946140625,1.6282813515625,45.6842158213869
Man,ETSECCPB,Second,6,8021.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,1.0,0.0,41.39623459653333,2.1414057384,2.6941059454559344
Woman,FIB,First,5,8918.0,Yes,No,No,No,Yes,No,No,No,3,0.0,1.0,0.0,41.43361981015169,2.2271391232205366,10.944339542310823
Man,FME,Third,5,8001.0,Yes,Yes,No,Yes,No,No,No,No,2,0.0,0.5,0.5,41.38059519199438,2.169557888623596,4.960133018364982
Man,EPSEVG,Third,3,8036.0,Yes,No,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.38986816722689,2.1517556033613445,3.4075132374150914
Man,ESEIAAT,First,4,8170.0,Yes,No,No,No,No,No,No,Yes,1,1.0,0.0,0.0,41.552106253968255,2.261025371428571,22.111331254694093
Man,ETSETB,First,5,8023.0,Yes,No,No,Yes,No,Yes,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.41117653727455,2.1454316,3.853847488256764
Man,FIB,First,4,8001.0,Yes,Yes,No,Yes,No,No,No,No,2,0.0,0.5,0.5,41.38059519199438,2.169557888623596,4.960133018364982
Woman,ETSEIB,Second,5,8001.0,Yes,Yes,No,No,No,Yes,No,No,2,0.0,0.5,0.5,41.38059519199438,2.169557888623596,4.960133018364982
Man,FIB,Second,4,8019.0,Yes,No,No,Yes,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.41041306597938,2.209021340206186,8.558476142961334
Woman,ETSEIB,First,5,8023.0,Yes,Yes,No,No,No,No,No,No,1,0.0,1.0,0.0,41.41117653727455,2.1454316,3.853847488256764
Man,EEBE,Third,5,8110.0,No,Yes,Yes,No,No,No,No,No,6,0.0,1.0,0.0,41.48281298163764,2.182922593205575,12.117783622630771
Woman,ESEIAAT,First,5,8221.0,Yes,No,No,Yes,No,Yes,No,No,3,0.0,0.0,1.0,41.56426562711864,2.011561513559322,21.2645722256118
Man,ESEIAAT,First,5,8030.0,No,No,Yes,No,No,No,No,No,6,0.0,0.3333333333333333,0.6666666666666666,41.43484115544712,2.191761195383804,8.515615293430308
Woman,EPSEB,Fourth,5,8023.0,No,Yes,No,Yes,No,No,No,No,6,0.0,0.6666666666666666,0.3333333333333333,41.41117653727455,2.1454316,3.853847488256764
Man,FIB,First,4,8291.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.49873655168539,2.1549190539325846,12.828445811278456
Woman,EPSEM,First,3,8650.0,Yes,Yes,No,No,No,No,No,Yes,1,1.0,0.0,0.0,41.8165849,1.9036303260869567,50.64133745422019
Woman,ESEIAAT,Third,5,8028.0,Yes,No,Yes,No,No,No,No,No,2,0.0,1.0,0.0,41.37818948080073,2.1252601017288444,1.6130676235951116
Woman,ETSAV,Second,5,8002.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.3819834004138,2.176413193149425,5.505338253143316
Woman,ETSEIB,Third,5,8008.0,Yes,Yes,No,Yes,No,No,No,No,1,0.0,1.0,0.0,41.396047115985134,2.160624880669145,4.237462474813749
Woman,EEABB,Third,5,8860.0,Yes,No,Yes,Yes,No,No,No,No,3,0.0,0.0,1.0,41.26427774933655,1.9313480034981907,20.38020477160429
Woman,EEABB,First,4,8032.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.42263923355818,2.1613303767284995,5.693615561251612
Man,ETSETB,Third,5,8028.0,Yes,Yes,No,No,No,No,Yes,No,3,0.0,0.0,1.0,41.37818948080073,2.1252601017288444,1.6130676235951116
Man,ETSEIB,Fourth,4,8034.0,Yes,No,Yes,No,No,No,No,No,2,0.0,0.5,0.5,41.39371482472387,2.117848473831776,0.8468604032086408
Woman,ESEIAAT,Second,5,8203.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.53635980588236,2.115166382352941,16.476485028920333
Man,FME,Fourth,5,8024.0,Yes,Yes,No,Yes,No,No,No,No,1,1.0,0.0,0.0,41.41110394556075,2.1594220838785048,4.785385490636497
Man,ESEIAAT,First,5,8860.0,No,No,No,No,No,No,No,No,6,0.0,0.6666666666666666,0.3333333333333333,41.26427774933655,1.9313480034981907,20.38020477160429
Man,FIB,First,5,8030.0,Yes,Yes,No,No,No,Yes,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.43484115544712,2.191761195383804,8.515615293430308
Man,ETSECCPB,Third,5,8026.0,Yes,Yes,Yes,No,No,No,No,No,2,0.0,0.5,0.5,41.41182252736954,2.185393102662407,6.751936546524625
Woman,ESEIAAT,First,5,8225.0,Yes,No,Yes,No,No,No,No,Yes,1,1.0,0.0,0.0,41.57555601627907,2.0045475325581394,22.64752581936345
Woman,ETSEIB,Second,3,8018.0,Yes,Yes,No,No,No,No,No,Yes,1,1.0,0.0,0.0,41.40354271634696,2.191752814178482,6.962340961738018
Man,ETSAB,Fourth,5,8025.0,No,No,No,No,No,No,Yes,No,4,0.0,0.5,0.5,41.40889555323325,2.1709480372979217,5.515904036968885
Man,EPSEVG,First,5,8850.0,Yes,Yes,Yes,No,No,No,No,No,2,0.0,0.5,0.5,41.28276916601941,2.0145235427184467,14.213448206259708
Woman,ETSAB,Second,5,8620.0,No,No,No,No,Yes,No,No,No,5,0.0,0.8,0.2,41.3944764,2.007285628,8.710906791830583
Man,ESEIAAT,Third,2,8207.0,Yes,No,No,No,No,No,No,Yes,2,1.0,0.0,0.0,41.56960291851852,2.087502477777777,20.261080837044865
Man,EPSEM,Third,5,8784.0,Yes,Yes,No,No,Yes,No,No,No,1,1.0,0.0,0.0,41.525608778431376,1.7417724647058823,34.43234545513585
Woman,EETAC,Fourth,5,43700.0,Yes,Yes,No,Yes,No,No,No,No,1,1.0,0.0,0.0,41.21660328695652,1.5339274260869564,51.95137847292838
Woman,EPSEB,Fourth,4,8030.0,Yes,No,No,Yes,No,No,No,No,1,0.0,1.0,0.0,41.43484115544712,2.191761195383804,8.515615293430308
Man,ETSEIB,Third,4,8042.0,Yes,Yes,No,No,No,Yes,No,No,2,0.0,0.5,0.5,41.44582190816,2.17393302264,8.293966067277841
Man,FME,Fourth,5,8924.0,Yes,No,No,Yes,No,Yes,No,No,2,0.0,0.5,0.5,41.46039523001007,2.203227674118832,11.131232043451496
Woman,ETSAV,First,5,8970.0,No,No,Yes,No,Yes,No,No,No,6,0.0,0.6666666666666666,0.3333333333333333,41.3689774,2.063031009375,4.543343211547399
Woman,EETAC,Second,5,8860.0,Yes,No,Yes,No,No,Yes,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.26427774933655,1.9313480034981907,20.38020477160429
Man,FNB,Third,4,8020.0,Yes,Yes,Yes,No,No,No,No,No,2,0.0,0.5,0.5,41.42075345,2.201856531962617,8.414853093004373
Man,ETSETB,First,5,8905.0,Yes,Yes,No,Yes,No,No,No,No,1,0.0,1.0,0.0,41.369349807766994,2.110156238834952,2.077076740330005
Man,ETSECCPB,Third,5,8980.0,No,No,Yes,Yes,No,No,No,No,6,0.0,0.3333333333333333,0.6666666666666666,41.38462277623763,2.048059094554456,5.285429992578997
Man,EPSEVG,Fourth,1,17007.0,Yes,Yes,No,No,No,No,No,No,3,0.0,1.0,0.0,41.99681162225017,2.8186718892979647,89.67425569896551
Man,ETSAB,First,5,8027.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.42210114836013,2.1859659655305466,7.315332171609159
Man,EEBE,First,5,8225.0,Yes,Yes,No,No,No,No,No,No,3,0.3333333333333333,0.6666666666666666,0.0,41.57555601627907,2.0045475325581394,22.64752581936345
Woman,ETSEIB,Fourth,5,8303.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.54079826111112,2.4261791462962963,31.31708326567741
Non binary,FOOT,First,4,43882.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.192097153333336,1.6043272333333334,47.70162400867388
Man,ESEIAAT,Second,3,8204.0,Yes,No,No,No,No,No,No,Yes,1,1.0,0.0,0.0,41.52886305714286,2.111208938095238,15.64034299750116
Man,FIB,Third,5,8630.0,No,Yes,No,Yes,No,No,No,No,4,0.0,0.75,0.25,41.5159135,1.9008338111111112,22.590817559525032
Man,EPSEM,First,4,8191.0,Yes,Yes,Yes,No,No,No,No,No,2,0.0,1.0,0.0,41.499861449874686,2.038029230576441,13.838861668490374
Man,EPSEVG,Third,4,8980.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.38462277623763,2.048059094554456,5.285429992578997
Man,EPSEM,First,6,8600.0,Yes,Yes,No,No,No,No,No,No,1,1.0,0.0,0.0,42.10022777790698,1.852074379069768,81.98318513343138
Man,FIB,First,5,8339.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.51626172136752,2.362357757692308,25.36952447680372
Man,EEBE,Second,5,8924.0,Yes,Yes,No,Yes,No,No,No,No,2,0.0,0.5,0.5,41.46039523001007,2.203227674118832,11.131232043451496
Man,FIB,First,4,8720.0,Yes,Yes,No,No,No,Yes,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.34392532727273,1.6935237736363635,35.27853992534681
Man,FIB,Second,3,8032.0,Yes,No,Yes,No,No,Yes,No,No,3,1.0,0.0,0.0,41.42263923355818,2.1613303767284995,5.693615561251612
Woman,ETSEIB,Second,4,8041.0,Yes,No,No,Yes,No,Yes,No,No,2,0.0,0.5,0.5,41.41779478779783,2.176250534368231,6.372840174770625
Man,FIB,Third,4,8004.0,No,No,No,Yes,No,Yes,No,No,6,0.0,0.1666666666666666,0.8333333333333334,41.36674053939394,2.1579540622895625,4.578869966263394
Man,ESEIAAT,Third,4,8201.0,Yes,Yes,No,No,No,No,No,Yes,3,0.3333333333333333,0.0,0.6666666666666666,41.54684474057972,2.106155472463768,17.642274141111475
Man,FIB,Third,4,8037.0,Yes,No,Yes,No,No,No,Yes,No,3,0.0,0.0,1.0,41.39925879097525,2.1648714873362445,4.667536874203934
Man,ETSAV,Fourth,3,8757.0,Yes,Yes,No,No,Yes,No,No,No,3,1.0,0.0,0.0,41.41733636893204,1.913733658252428,16.820622285560397
Woman,ETSETB,Fourth,1,8014.0,Yes,Yes,No,Yes,No,No,No,No,2,0.0,0.5,0.5,41.37554342468619,2.136406735983264,2.532082851110252
Man,FIB,First,5,8029.0,Yes,No,No,No,No,Yes,No,No,3,0.0,0.0,1.0,41.38660270361248,2.14637941543514,2.956172645857166
Man,EPSEM,First,3,8571.0,Yes,No,Yes,No,No,Yes,No,No,3,1.0,0.0,0.0,42.0628918,2.26594892,76.05400665868349
Man,ESEIAAT,Fourth,5,8270.0,Yes,Yes,Yes,No,No,No,No,No,2,0.5,0.0,0.5,41.75092635714286,1.9041733285714288,43.84353801962165
Man,ETSAB,Third,5,8028.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.37818948080073,2.1252601017288444,1.6130676235951116
Man,FIB,First,3,8034.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.0,1.0,41.39371482472387,2.117848473831776,0.8468604032086408
Woman,ETSAB,Fourth,5,8002.0,Yes,Yes,No,No,No,No,No,No,1,0.0,1.0,0.0,41.3819834004138,2.176413193149425,5.505338253143316
Woman,ETSEIB,Fourth,5,8173.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.4742246574468,2.077712344680851,9.970215712463055
Man,ESEIAAT,Fourth,4,8007.0,Yes,No,Yes,No,No,No,No,Yes,3,0.0,0.3333333333333333,0.6666666666666666,41.390234340645165,2.1653783116129035,4.547365145547395
Man,ETSETB,First,3,80826.0,Yes,Yes,No,Yes,No,No,No,No,2,0.0,0.5,0.5,42.7181373,-1.9356327,366.07430345188567
Man,ETSEIB,First,5,8022.0,Yes,Yes,No,No,No,No,No,No,1,1.0,0.0,0.0,41.4054879245283,2.135506636792453,2.81531926980836
Man,EPSEB,Third,4,8028.0,Yes,Yes,No,No,No,No,No,No,1,0.0,0.0,1.0,41.37818948080073,2.1252601017288444,1.6130676235951116
Man,EEBE,Second,5,8302.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.53492873728813,2.4362616559322032,31.688887640233293
Man,FIB,Third,5,8850.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.28276916601941,2.0145235427184467,14.213448206259708
Woman,EEBE,First,5,8905.0,Yes,No,Yes,No,No,No,No,No,2,0.0,1.0,0.0,41.369349807766994,2.110156238834952,2.077076740330005
Man,ETSECCPB,Fourth,5,8024.0,Yes,No,Yes,No,Yes,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.41110394556075,2.1594220838785048,4.785385490636497
Man,ETSAB,Second,3,8028.0,Yes,Yes,No,No,No,No,No,No,2,0.0,1.0,0.0,41.37818948080073,2.1252601017288444,1.6130676235951116
Man,EEBE,Fourth,5,8304.0,Yes,Yes,No,No,No,No,No,Yes,3,1.0,0.0,0.0,41.55012427362637,2.462681282967033,34.44847245726733
Woman,ETSECCPB,First,5,8788.0,Yes,Yes,No,No,Yes,No,No,No,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,41.571833554166666,1.6373718166666666,44.52094172521219
Man,EPSEM,Second,5,8757.0,Yes,Yes,Yes,No,No,No,No,No,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,41.41733636893204,1.913733658252428,16.820622285560397
Man,FNB,Third,5,8018.0,Yes,Yes,Yes,No,No,No,No,No,1,0.0,1.0,0.0,41.40354271634696,2.191752814178482,6.962340961738018
Man,FIB,First,1,8028.0,Yes,No,No,No,Yes,No,No,No,1,1.0,0.0,0.0,41.37818948080073,2.1252601017288444,1.6130676235951116
Woman,ETSEIB,Fourth,2,8006.0,No,Yes,Yes,No,No,No,No,No,5,0.0,0.6,0.4,41.40108785798995,2.149211508040201,3.502310723990852
Man,EPSEM,First,5,8253.0,Yes,No,No,Yes,No,No,No,No,3,1.0,0.0,0.0,41.6854726,1.7783026,43.156215382592194
Man,ETSEIB,Second,3,8026.0,No,No,No,Yes,No,Yes,No,No,5,0.0,0.6,0.4,41.41182252736954,2.185393102662407,6.751936546524625
Woman,EEBE,Third,4,8011.0,Yes,Yes,No,No,No,Yes,No,No,3,0.0,1.0,0.0,41.3843794375,2.1589732145,4.0258558548027
Man,EPSEVG,Fourth,5,8820.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.32393623061224,2.099799305867347,7.181665825639808
Woman,ETSECCPB,First,4,8015.0,Yes,Yes,No,No,Yes,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.37769295381944,2.157903889236111,4.0811379716437495
Man,ETSEIB,Second,5,8950.0,Yes,Yes,No,Yes,No,No,No,No,1,0.0,1.0,0.0,41.37410139552239,2.0887492253731343,2.4264062428862068
Woman,ETSECCPB,Second,2,8042.0,No,Yes,No,No,No,No,No,No,5,0.4,0.6,0.0,41.44582190816,2.17393302264,8.293966067277841
Man,ESEIAAT,First,4,8901.0,Yes,Yes,No,No,No,No,No,No,2,0.5,0.0,0.5,41.36177004311927,2.10426013440367,2.9728101549659915
Man,ETSAV,Second,3,8172.0,Yes,No,No,No,No,No,Yes,No,3,0.0,0.0,1.0,41.470471629268296,2.0830830280487804,9.449685862507694
Woman,ESEIAAT,First,5,8410.0,Yes,No,Yes,No,No,No,No,No,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,41.55391205,2.287321225,23.58186865149409
Man,EEABB,Fourth,4,8860.0,Yes,No,No,Yes,No,No,No,No,1,0.0,0.0,1.0,41.26427774933655,1.9313480034981907,20.38020477160429
Woman,ETSAV,First,2,8002.0,Yes,Yes,No,No,Yes,No,No,No,3,0.3333333333333333,0.6666666666666666,0.0,41.3819834004138,2.176413193149425,5.505338253143316
Man,FIB,Fourth,3,8015.0,Yes,Yes,No,Yes,No,No,No,No,2,0.0,0.5,0.5,41.37769295381944,2.157903889236111,4.0811379716437495
Woman,ETSAB,Fourth,4,8860.0,Yes,Yes,Yes,No,No,No,No,No,3,1.0,0.0,0.0,41.26427774933655,1.9313480034981907,20.38020477160429
Woman,ETSAB,Fourth,5,8750.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.41109251081081,2.019148627027027,8.103490952947098
Man,ETSEIB,Second,5,8028.0,No,No,No,Yes,No,No,Yes,No,6,0.0,0.3333333333333333,0.6666666666666666,41.37818948080073,2.1252601017288444,1.6130676235951116
