gender,center,year,days,postal,s1,s2,s3,same_route,r_fastest,r_cheapest,r_confortable,r_onlyoption,r_environmental,r_healthiest,r_needprivate,total_travels,Distance,active_ratio,private_ratio,public_ratio
Man,FIB,First,5,8028.0,Bicycle,Bicycle,On foot,Yes,No,Yes,No,No,No,Yes,No,3,1.6130676235951116,1.0,0.0,0.0
Man,EEABB,Third,4,8032.0,Renfe,Underground,On foot,Yes,Yes,Yes,No,No,No,No,No,3,5.693615561251612,0.3333333333333333,0.0,0.6666666666666666
Man,ETSETB,First,5,8830.0,Bus,On foot,,Yes,Yes,Yes,No,No,No,No,No,2,7.742302268794167,0.5,0.0,0.5
Man,FIB,First,1,8172.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,Yes,No,Yes,No,No,No,No,1,9.449685862507694,0.0,1.0,0.0
Man,EEBE,Second,5,8585.0,Bus,Underground,On foot,No,No,Yes,No,Yes,No,No,No,6,80.86690601265852,0.3333333333333333,0.0,0.6666666666666666
Woman,ETSECCPB,Fourth,4,8034.0,On foot,,,Yes,Yes,No,No,No,No,No,No,1,0.8468604032086408,1.0,0.0,0.0
Woman,EPSEB,Third,5,8030.0,Bus,Underground,,Yes,No,No,No,Yes,No,No,No,2,8.515615293430308,0.0,0.0,1.0
Man,EPSEM,First,5,8273.0,Bus,Bus,Bus,Yes,No,Yes,No,No,No,No,No,3,51.03771806246792,0.0,0.0,1.0
Woman,EEABB,First,5,8860.0,Scooter (or other micro-mobility devices) with renewable charging,Scooter (or other micro-mobility devices) with renewable charging,Scooter (or other micro-mobility devices) with renewable charging,Yes,Yes,Yes,No,No,No,No,No,3,20.38020477160429,0.0,1.0,0.0
Man,FIB,Fourth,3,8027.0,Underground,Underground,On foot,Yes,Yes,Yes,No,No,No,No,No,3,7.315332171609159,0.3333333333333333,0.0,0.6666666666666666
Man,EEABB,First,4,8029.0,On foot,Bus,Renfe,Yes,No,No,Yes,No,Yes,No,No,3,2.956172645857166,0.3333333333333333,0.0,0.6666666666666666
Woman,ETSEIB,Second,5,8014.0,On foot,Bicycle,Bicycle,Yes,No,Yes,No,No,Yes,No,No,3,2.532082851110252,1.0,0.0,0.0
Man,ETSETB,Second,4,8028.0,On foot,On foot,On foot,Yes,No,Yes,No,No,Yes,No,No,3,1.6130676235951116,1.0,0.0,0.0
Woman,EETAC,First,5,8940.0,Renfe,Renfe,Renfe,Yes,Yes,Yes,No,No,No,No,No,3,4.031246496663568,0.0,0.0,1.0
Woman,EPSEB,Second,4,8370.0,,Underground,Combustion or electric motorcycle with non-renewable source charging,Yes,No,Yes,No,No,No,No,No,2,52.18663092633304,0.0,0.5,0.5
Woman,ESEIAAT,Third,5,8901.0,Bus,Underground,FGC,Yes,No,Yes,No,No,No,No,No,3,2.9728101549659915,0.0,0.0,1.0
Man,EPSEB,First,4,8227.0,,Renfe,,Yes,No,No,No,Yes,No,No,Yes,1,20.83038244007645,0.0,0.0,1.0
Man,FIB,Second,2,8450.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,Yes,No,Yes,No,No,No,No,1,34.59776094530377,0.0,1.0,0.0
Woman,ETSEIB,Third,1,8402.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,No,No,Yes,No,No,No,No,1,28.284885074428946,0.0,1.0,0.0
Man,EPSEVG,Third,5,8930.0,Underground,Bus,,Yes,No,No,Yes,No,No,No,No,2,10.12337740984334,0.0,0.0,1.0
Man,ETSAV,Fourth,5,8201.0,On foot,FGC,On foot,Yes,Yes,No,No,Yes,No,No,No,3,17.642274141111475,0.6666666666666666,0.0,0.3333333333333333
Woman,ESEIAAT,Third,5,8028.0,On foot,Underground,FGC,Yes,No,No,Yes,No,No,No,No,3,1.6130676235951116,0.3333333333333333,0.0,0.6666666666666666
Woman,ETSAB,Fourth,5,8960.0,On foot,Bus,On foot,Yes,Yes,No,Yes,No,No,No,No,3,3.8446603267534,0.6666666666666666,0.0,0.3333333333333333
Woman,ESEIAAT,Fourth,5,8232.0,On foot,Bus,On foot,Yes,No,No,Yes,No,No,No,No,3,23.510771351334725,0.6666666666666666,0.0,0.3333333333333333
Man,ETSEIB,Third,4,8024.0,On foot,Underground,,Yes,Yes,Yes,No,No,No,No,No,2,4.785385490636497,0.5,0.0,0.5
Man,ETSEIB,First,5,8860.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,Yes,No,Yes,No,No,No,No,3,20.38020477160429,0.0,1.0,0.0
Man,FIB,Third,5,8901.0,Bus,On foot,,Yes,Yes,No,Yes,No,No,No,No,2,2.9728101549659915,0.5,0.0,0.5
Non binary,EPSEVG,Fourth,2,17004.0,On foot,Renfe,Renfe,Yes,No,Yes,No,Yes,No,No,No,3,88.91401303763669,0.3333333333333333,0.0,0.6666666666666666
Man,EEBE,First,5,8840.0,On foot,Renfe,Underground,No,Yes,No,Yes,No,No,No,No,6,11.383637000140949,0.1666666666666666,0.0,0.8333333333333334
Woman,ETSEIB,Third,5,8028.0,On foot,On foot,On foot,Yes,No,No,Yes,No,No,No,No,3,1.6130676235951116,1.0,0.0,0.0
Woman,ETSEIB,Second,5,8030.0,On foot,Bus,Underground,No,Yes,No,Yes,No,No,No,No,6,8.515615293430308,0.3333333333333333,0.0,0.6666666666666666
Man,EEBE,Third,4,8912.0,Renfe,Tram,Combustion or electric motorcycle with non-renewable source charging,Yes,Yes,No,No,No,No,Yes,No,3,12.450328346091144,0.0,0.3333333333333333,0.6666666666666666
Man,EEABB,Third,5,8392.0,Bus,Renfe,On foot,Yes,No,Yes,No,No,No,No,Yes,3,37.239738318871865,0.3333333333333333,0.0,0.6666666666666666
Woman,EEBE,Fourth,3,8500.0,Bus,Underground,Tram,Yes,Yes,Yes,No,No,No,No,No,3,61.42087467264051,0.0,0.0,1.0
Woman,ETSAB,Third,5,8019.0,On foot,Underground,,Yes,Yes,No,Yes,No,No,No,No,2,8.558476142961334,0.5,0.0,0.5
Man,ESEIAAT,First,5,8025.0,On foot,Underground,FGC,Yes,No,No,No,Yes,No,No,No,3,5.515904036968885,0.3333333333333333,0.0,0.6666666666666666
Man,FIB,Third,5,8912.0,On foot,Underground,On foot,Yes,No,No,No,Yes,No,No,No,3,12.450328346091144,0.6666666666666666,0.0,0.3333333333333333
Man,EPSEVG,Third,4,8800.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,,Yes,Yes,Yes,No,No,No,No,No,2,37.70504617773941,0.5,0.5,0.0
Man,EPSEM,Second,5,8243.0,On foot,On foot,On foot,Yes,Yes,No,No,Yes,No,No,No,3,43.93821109235909,1.0,0.0,0.0
Man,ETSEIB,Third,5,8459.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,Underground,Yes,Yes,Yes,No,No,No,No,No,3,38.4582437895354,0.0,0.3333333333333333,0.6666666666666666
Man,ETSEIB,Third,5,8032.0,Underground,Underground,Underground,Yes,No,No,No,Yes,No,No,No,3,5.693615561251612,0.0,0.0,1.0
Man,EETAC,Second,5,8028.0,Underground,Renfe,On foot,Yes,Yes,No,No,No,No,No,No,3,1.6130676235951116,0.3333333333333333,0.0,0.6666666666666666
Woman,ETSAV,Fourth,5,8006.0,FGC,On foot,,Yes,No,Yes,No,No,No,No,No,2,3.502310723990852,0.5,0.0,0.5
Man,EETAC,Second,5,8758.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,Yes,No,Yes,No,No,No,No,1,12.557634943356364,0.0,1.0,0.0
Man,EEBE,First,5,8021.0,Bus,Tram,On foot,Yes,Yes,No,No,No,No,No,No,3,2.6941059454559344,0.3333333333333333,0.0,0.6666666666666666
Man,EPSEM,First,4,8271.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,Yes,No,Yes,No,No,No,No,3,47.18247670980667,0.0,1.0,0.0
Man,ETSECCPB,Fourth,3,8012.0,Bus,On foot,,Yes,No,Yes,Yes,No,No,No,No,2,4.166350464626095,0.5,0.0,0.5
Woman,FOOT,Second,4,8233.0,On foot,Renfe,On foot,Yes,Yes,No,No,Yes,No,No,No,3,29.190310522639795,0.6666666666666666,0.0,0.3333333333333333
Man,FME,Fourth,5,8027.0,Underground,Underground,,Yes,Yes,No,Yes,No,No,No,No,2,7.315332171609159,0.0,0.0,1.0
Man,ESEIAAT,First,5,8401.0,On foot,Renfe,Bus,Yes,Yes,No,No,Yes,No,No,No,3,28.317134785998874,0.3333333333333333,0.0,0.6666666666666666
Man,EPSEM,First,6,8600.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,Yes,No,Yes,No,No,No,No,1,81.98318513343138,0.0,1.0,0.0
Man,EPSEM,Third,5,8241.0,On foot,On foot,On foot,Yes,No,No,Yes,No,No,No,Yes,3,44.762730347427926,1.0,0.0,0.0
Woman,ETSEIB,Second,3,8005.0,On foot,Underground,,Yes,No,No,No,Yes,Yes,No,No,2,7.629993511144085,0.5,0.0,0.5
Man,ETSECCPB,Second,1,8029.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,No,No,Yes,No,No,No,Yes,1,2.956172645857166,0.0,1.0,0.0
Woman,FIB,Second,2,0.0,Bus,On foot,,No,Yes,No,No,Yes,No,No,No,4,7484.757875826295,0.5,0.0,0.5
Woman,FOOT,Second,4,8904.0,Underground,FGC,On foot,Yes,Yes,No,No,No,No,No,No,3,1.6737779012254774,0.3333333333333333,0.0,0.6666666666666666
Woman,ETSAV,Second,3,8192.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,Yes,No,No,No,No,No,No,1,16.34208993516103,0.0,1.0,0.0
Man,EPSEM,First,5,8500.0,On foot,Electric motorcycle,On foot,Yes,Yes,No,No,No,No,No,No,3,61.42087467264051,0.6666666666666666,0.3333333333333333,0.0
Man,ETSECCPB,Second,5,8921.0,,,Underground,Yes,No,No,No,No,Yes,No,No,1,11.10683556246773,0.0,0.0,1.0
Man,FIB,Second,1,8185.0,On foot,FGC,Bicycle,Yes,Yes,Yes,No,No,No,No,No,3,24.48303041130769,0.6666666666666666,0.0,0.3333333333333333
Man,EEBE,Third,5,8339.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,Yes,No,No,No,No,No,Yes,1,25.36952447680372,0.0,1.0,0.0
Woman,EPSEVG,Second,5,8032.0,On foot,Underground,Renfe,No,No,No,No,Yes,No,No,No,6,5.693615561251612,0.1666666666666666,0.0,0.8333333333333334
Man,ETSAV,Third,5,8172.0,On foot,,,Yes,Yes,No,No,No,No,Yes,No,1,9.449685862507694,1.0,0.0,0.0
Man,FME,Fourth,3,8001.0,Bicycle,,,Yes,No,Yes,No,No,No,Yes,No,1,4.960133018364982,1.0,0.0,0.0
Man,ESEIAAT,First,5,27600.0,Bus,FGC,On foot,Yes,Yes,Yes,No,No,No,No,No,3,802.601344377691,0.3333333333333333,0.0,0.6666666666666666
Man,ETSETB,Third,6,8173.0,FGC,Bus,On foot,Yes,No,No,Yes,No,No,No,Yes,3,9.970215712463055,0.3333333333333333,0.0,0.6666666666666666
Woman,FOOT,First,4,8198.0,FGC,On foot,,Yes,No,No,No,Yes,No,No,No,2,6.91951641216984,0.5,0.0,0.5
Man,ETSAV,First,5,8430.0,On foot,Bus,Renfe,Yes,Yes,No,No,No,No,No,No,3,29.35124003306556,0.3333333333333333,0.0,0.6666666666666666
Man,FME,First,5,8024.0,On foot,Underground,,No,No,Yes,No,No,No,No,No,4,4.785385490636497,0.5,0.0,0.5
Man,EPSEB,First,4,8019.0,On foot,Bus,On foot,Yes,No,No,Yes,No,No,No,No,3,8.558476142961334,0.6666666666666666,0.0,0.3333333333333333
Man,ETSAV,First,5,8192.0,On foot,FGC,On foot,Yes,Yes,Yes,No,No,No,No,No,3,16.34208993516103,0.6666666666666666,0.0,0.3333333333333333
Man,FIB,Third,2,8902.0,On foot,Bus,On foot,Yes,No,Yes,Yes,No,No,No,No,3,2.888881985150128,0.6666666666666666,0.0,0.3333333333333333
Man,EPSEVG,First,5,43881.0,Bus,On foot,Bus,Yes,No,Yes,Yes,No,No,No,No,3,45.6842158213869,0.3333333333333333,0.0,0.6666666666666666
Man,ETSECCPB,Second,6,8021.0,Tram,Tram,Tram,Yes,Yes,Yes,No,No,No,No,No,3,2.6941059454559344,0.0,0.0,1.0
Woman,FIB,First,5,8918.0,Tram,Bus,Underground,Yes,No,No,No,Yes,No,No,No,3,10.944339542310823,0.0,0.0,1.0
Man,FME,Third,5,8001.0,On foot,Underground,,Yes,Yes,No,Yes,No,No,No,No,2,4.960133018364982,0.5,0.0,0.5
Man,EPSEVG,Third,3,8036.0,On foot,Renfe,Renfe,Yes,No,Yes,No,No,No,No,No,3,3.4075132374150914,0.3333333333333333,0.0,0.6666666666666666
Man,ESEIAAT,First,4,8170.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,No,No,No,No,No,No,Yes,1,22.111331254694093,0.0,1.0,0.0
Man,ETSETB,First,5,8023.0,On foot,Underground,On foot,Yes,No,No,Yes,No,Yes,No,No,3,3.853847488256764,0.6666666666666666,0.0,0.3333333333333333
Man,FIB,First,4,8001.0,Underground,On foot,,Yes,Yes,No,Yes,No,No,No,No,2,4.960133018364982,0.5,0.0,0.5
Woman,ETSEIB,Second,5,8001.0,On foot,Underground,,Yes,Yes,No,No,No,Yes,No,No,2,4.960133018364982,0.5,0.0,0.5
Man,FIB,Second,4,8019.0,On foot,Bus,On foot,Yes,No,No,Yes,No,No,No,No,3,8.558476142961334,0.6666666666666666,0.0,0.3333333333333333
Woman,ETSEIB,First,5,8023.0,Underground,,,Yes,Yes,No,No,No,No,No,No,1,3.853847488256764,0.0,0.0,1.0
Man,EEBE,Third,5,8110.0,Renfe,Renfe,Tram,No,Yes,Yes,No,No,No,No,No,6,12.117783622630771,0.0,0.0,1.0
Woman,ESEIAAT,First,5,8221.0,On foot,On foot,On foot,Yes,No,No,Yes,No,Yes,No,No,3,21.2645722256118,1.0,0.0,0.0
Man,ESEIAAT,First,5,8030.0,On foot,Bus,On foot,No,No,Yes,No,No,No,No,No,6,8.515615293430308,0.6666666666666666,0.0,0.3333333333333333
Woman,EPSEB,Fourth,5,8023.0,Bus,On foot,Bus,No,Yes,No,Yes,No,No,No,No,6,3.853847488256764,0.3333333333333333,0.0,0.6666666666666666
Man,FIB,First,4,8291.0,On foot,Renfe,Underground,Yes,No,No,No,Yes,No,No,No,3,12.828445811278456,0.3333333333333333,0.0,0.6666666666666666
Woman,EPSEM,First,3,8650.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,Yes,No,No,No,No,No,Yes,1,50.64133745422019,0.0,1.0,0.0
Woman,ESEIAAT,Third,5,8028.0,Underground,FGC,,Yes,No,Yes,No,No,No,No,No,2,1.6130676235951116,0.0,0.0,1.0
Woman,ETSAV,Second,5,8002.0,Underground,FGC,On foot,Yes,Yes,Yes,No,No,No,No,No,3,5.505338253143316,0.3333333333333333,0.0,0.6666666666666666
Woman,ETSEIB,Third,5,8008.0,Bus,,,Yes,Yes,No,Yes,No,No,No,No,1,4.237462474813749,0.0,0.0,1.0
Woman,EEABB,Third,5,8860.0,Bicycle,Bicycle,On foot,Yes,No,Yes,Yes,No,No,No,No,3,20.38020477160429,1.0,0.0,0.0
Woman,EEABB,First,4,8032.0,Bicycle,Renfe,On foot,Yes,Yes,No,No,No,No,No,No,3,5.693615561251612,0.6666666666666666,0.0,0.3333333333333333
Man,ETSETB,Third,5,8028.0,On foot,On foot,On foot,Yes,Yes,No,No,No,No,Yes,No,3,1.6130676235951116,1.0,0.0,0.0
Man,ETSEIB,Fourth,4,8034.0,On foot,Bus,,Yes,No,Yes,No,No,No,No,No,2,0.8468604032086408,0.5,0.0,0.5
Woman,ESEIAAT,Second,5,8203.0,On foot,Renfe,FGC,Yes,No,No,No,Yes,No,No,No,3,16.476485028920333,0.3333333333333333,0.0,0.6666666666666666
Man,FME,Fourth,5,8024.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,Yes,No,Yes,No,No,No,No,1,4.785385490636497,0.0,1.0,0.0
Man,ESEIAAT,First,5,8860.0,On foot,Renfe,FGC,No,No,No,No,No,No,No,No,6,20.38020477160429,0.3333333333333333,0.0,0.6666666666666666
Man,FIB,First,5,8030.0,Renfe,Underground,On foot,Yes,Yes,No,No,No,Yes,No,No,3,8.515615293430308,0.3333333333333333,0.0,0.6666666666666666
Man,ETSECCPB,Third,5,8026.0,On foot,Underground,,Yes,Yes,Yes,No,No,No,No,No,2,6.751936546524625,0.5,0.0,0.5
Woman,ESEIAAT,First,5,8225.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,No,Yes,No,No,No,No,Yes,1,22.64752581936345,0.0,1.0,0.0
Woman,ETSEIB,Second,3,8018.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,Yes,No,No,No,No,No,Yes,1,6.962340961738018,0.0,1.0,0.0
Man,ETSAB,Fourth,5,8025.0,On foot,Underground,,No,No,No,No,No,No,Yes,No,4,5.515904036968885,0.5,0.0,0.5
Man,EPSEVG,First,5,8850.0,Renfe,On foot,,Yes,Yes,Yes,No,No,No,No,No,2,14.213448206259708,0.5,0.0,0.5
Woman,ETSAB,Second,5,8620.0,Bus,Bus,Bus,No,No,No,No,Yes,No,No,No,5,8.710906791830583,0.2,0.0,0.8
Man,ESEIAAT,Third,2,8207.0,Taxi,Taxi,,Yes,No,No,No,No,No,No,Yes,2,20.261080837044865,0.0,1.0,0.0
Man,EPSEM,Third,5,8784.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,Yes,No,No,Yes,No,No,No,1,34.43234545513585,0.0,1.0,0.0
Woman,EETAC,Fourth,5,43700.0,Electric vehicle (with Zero label and renewable source charging),,,Yes,Yes,No,Yes,No,No,No,No,1,51.95137847292838,0.0,1.0,0.0
Woman,EPSEB,Fourth,4,8030.0,Bus,,,Yes,No,No,Yes,No,No,No,No,1,8.515615293430308,0.0,0.0,1.0
Man,ETSEIB,Third,4,8042.0,Underground,Bicycle,,Yes,Yes,No,No,No,Yes,No,No,2,8.293966067277841,0.5,0.0,0.5
Man,FME,Fourth,5,8924.0,Underground,On foot,,Yes,No,No,Yes,No,Yes,No,No,2,11.131232043451496,0.5,0.0,0.5
Woman,ETSAV,First,5,8970.0,On foot,Underground,FGC,No,No,Yes,No,Yes,No,No,No,6,4.543343211547399,0.3333333333333333,0.0,0.6666666666666666
Woman,EETAC,Second,5,8860.0,Renfe,On foot,On foot,Yes,No,Yes,No,No,Yes,No,No,3,20.38020477160429,0.6666666666666666,0.0,0.3333333333333333
Man,FNB,Third,4,8020.0,On foot,Underground,,Yes,Yes,Yes,No,No,No,No,No,2,8.414853093004373,0.5,0.0,0.5
Man,ETSETB,First,5,8905.0,Bus,,,Yes,Yes,No,Yes,No,No,No,No,1,2.077076740330005,0.0,0.0,1.0
Man,ETSECCPB,Third,5,8980.0,On foot,Tram,On foot,No,No,Yes,Yes,No,No,No,No,6,5.285429992578997,0.6666666666666666,0.0,0.3333333333333333
Man,EPSEVG,Fourth,1,17007.0,Bus,Renfe,Renfe,Yes,Yes,No,No,No,No,No,No,3,89.67425569896551,0.0,0.0,1.0
Man,ETSAB,First,5,8027.0,On foot,Underground,Tram,Yes,Yes,Yes,No,No,No,No,No,3,7.315332171609159,0.3333333333333333,0.0,0.6666666666666666
Man,EEBE,First,5,8225.0,Bus,FGC,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,Yes,No,No,No,No,No,No,3,22.64752581936345,0.0,0.3333333333333333,0.6666666666666666
Woman,ETSEIB,Fourth,5,8303.0,Bus,On foot,Underground,Yes,No,No,No,Yes,No,No,No,3,31.31708326567741,0.3333333333333333,0.0,0.6666666666666666
Non binary,FOOT,First,4,43882.0,On foot,Renfe,On foot,Yes,No,No,No,Yes,No,No,No,3,47.70162400867388,0.6666666666666666,0.0,0.3333333333333333
Man,ESEIAAT,Second,3,8204.0,,,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,No,No,No,No,No,No,Yes,1,15.64034299750116,0.0,1.0,0.0
Man,FIB,Third,5,8630.0,FGC,Underground,,No,Yes,No,Yes,No,No,No,No,4,22.590817559525032,0.25,0.0,0.75
Man,EPSEM,First,4,8191.0,FGC,Renfe,,Yes,Yes,Yes,No,No,No,No,No,2,13.838861668490374,0.0,0.0,1.0
Man,EPSEVG,Third,4,8980.0,On foot,Renfe,Renfe,Yes,No,No,No,Yes,No,No,No,3,5.285429992578997,0.3333333333333333,0.0,0.6666666666666666
Man,EPSEM,First,6,8600.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,Yes,No,No,No,No,No,No,1,81.98318513343138,0.0,1.0,0.0
Man,FIB,First,5,8339.0,Bus,Underground,On foot,Yes,Yes,No,Yes,No,No,No,No,3,25.36952447680372,0.3333333333333333,0.0,0.6666666666666666
Man,EEBE,Second,5,8924.0,On foot,,Bus,Yes,Yes,No,Yes,No,No,No,No,2,11.131232043451496,0.5,0.0,0.5
Man,FIB,First,4,8720.0,On foot,Bus,On foot,Yes,Yes,No,No,No,Yes,No,No,3,35.27853992534681,0.6666666666666666,0.0,0.3333333333333333
Man,FIB,Second,3,8032.0,Scooter (or other micro-mobility devices) with non-renewable charging,Scooter (or other micro-mobility devices) with non-renewable charging,Scooter (or other micro-mobility devices) with non-renewable charging,Yes,No,Yes,No,No,Yes,No,No,3,5.693615561251612,0.0,1.0,0.0
Woman,ETSEIB,Second,4,8041.0,On foot,Bus,,Yes,No,No,Yes,No,Yes,No,No,2,6.372840174770625,0.5,0.0,0.5
Man,FIB,Third,4,8004.0,On foot,Underground,On foot,No,No,No,Yes,No,Yes,No,No,6,4.578869966263394,0.8333333333333334,0.0,0.1666666666666666
Man,ESEIAAT,Third,4,8201.0,On foot,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,Yes,Yes,No,No,No,No,No,Yes,3,17.642274141111475,0.6666666666666666,0.3333333333333333,0.0
Man,FIB,Third,4,8037.0,Bicycle,Bicycle,Bicycle,Yes,No,Yes,No,No,No,Yes,No,3,4.667536874203934,1.0,0.0,0.0
Man,ETSAV,Fourth,3,8757.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,Yes,No,No,Yes,No,No,No,3,16.820622285560397,0.0,1.0,0.0
Woman,ETSETB,Fourth,1,8014.0,Underground,On foot,,Yes,Yes,No,Yes,No,No,No,No,2,2.532082851110252,0.5,0.0,0.5
Man,FIB,First,5,8029.0,On foot,On foot,On foot,Yes,No,No,No,No,Yes,No,No,3,2.956172645857166,1.0,0.0,0.0
Man,EPSEM,First,3,8571.0,Electric vehicle (with Zero label and renewable source charging),Electric vehicle (with Zero label and renewable source charging),Electric vehicle (with Zero label and renewable source charging),Yes,No,Yes,No,No,Yes,No,No,3,76.05400665868349,0.0,1.0,0.0
Man,ESEIAAT,Fourth,5,8270.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,,Yes,Yes,Yes,No,No,No,No,No,2,43.84353801962165,0.5,0.5,0.0
Man,ETSAB,Third,5,8028.0,On foot,Tram,On foot,Yes,Yes,Yes,No,No,No,No,No,3,1.6130676235951116,0.6666666666666666,0.0,0.3333333333333333
Man,FIB,First,3,8034.0,On foot,On foot,On foot,Yes,Yes,No,Yes,No,No,No,No,3,0.8468604032086408,1.0,0.0,0.0
Woman,ETSAB,Fourth,5,8002.0,Underground,,,Yes,Yes,No,No,No,No,No,No,1,5.505338253143316,0.0,0.0,1.0
Woman,ETSEIB,Fourth,5,8173.0,On foot,FGC,Bus,Yes,Yes,No,No,No,No,No,No,3,9.970215712463055,0.3333333333333333,0.0,0.6666666666666666
Man,ESEIAAT,Fourth,4,8007.0,On foot,FGC,On foot,Yes,No,Yes,No,No,No,No,Yes,3,4.547365145547395,0.6666666666666666,0.0,0.3333333333333333
Man,ETSETB,First,3,80826.0,Underground,On foot,,Yes,Yes,No,Yes,No,No,No,No,2,366.07430345188567,0.5,0.0,0.5
Man,ETSEIB,First,5,8022.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,Yes,No,No,No,No,No,No,1,2.81531926980836,0.0,1.0,0.0
Man,EPSEB,Third,4,8028.0,On foot,,,Yes,Yes,No,No,No,No,No,No,1,1.6130676235951116,1.0,0.0,0.0
Man,EEBE,Second,5,8302.0,On foot,Renfe,Tram,Yes,Yes,No,No,No,No,No,No,3,31.688887640233293,0.3333333333333333,0.0,0.6666666666666666
Man,FIB,Third,5,8850.0,On foot,Underground,Bus,Yes,Yes,Yes,No,No,No,No,No,3,14.213448206259708,0.3333333333333333,0.0,0.6666666666666666
Woman,EEBE,First,5,8905.0,Underground,Tram,,Yes,No,Yes,No,No,No,No,No,2,2.077076740330005,0.0,0.0,1.0
Man,ETSECCPB,Fourth,5,8024.0,On foot,Bus,On foot,Yes,No,Yes,No,Yes,No,No,No,3,4.785385490636497,0.6666666666666666,0.0,0.3333333333333333
Man,ETSAB,Second,3,8028.0,Underground,Underground,,Yes,Yes,No,No,No,No,No,No,2,1.6130676235951116,0.0,0.0,1.0
Man,EEBE,Fourth,5,8304.0,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,Yes,No,No,No,No,No,Yes,3,34.44847245726733,0.0,1.0,0.0
Woman,ETSECCPB,First,5,8788.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Bus,On foot,Yes,Yes,No,No,Yes,No,No,No,3,44.52094172521219,0.3333333333333333,0.3333333333333333,0.3333333333333333
Man,EPSEM,Second,5,8757.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",FGC,On foot,Yes,Yes,Yes,No,No,No,No,No,3,16.820622285560397,0.3333333333333333,0.3333333333333333,0.3333333333333333
Man,FNB,Third,5,8018.0,,,Bus,Yes,Yes,Yes,No,No,No,No,No,1,6.962340961738018,0.0,0.0,1.0
Man,FIB,First,1,8028.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,No,No,No,Yes,No,No,No,1,1.6130676235951116,0.0,1.0,0.0
Woman,ETSEIB,Fourth,2,8006.0,On foot,Bus,Tram,No,Yes,Yes,No,No,No,No,No,5,3.502310723990852,0.4,0.0,0.6
Man,EPSEM,First,5,8253.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,No,No,Yes,No,No,No,No,3,43.156215382592194,0.0,1.0,0.0
